Course_Name,Company_Name,Skills,Ratings,Reviews,Difficulty,Type_Of_Certificate,Duration,combined_text,processed_text,difficulty_encoded,certificate_encoded
introduction to data engineering,ibm,"data engineering, data management, extract, transform, load, databases, network security, big data, data warehousing, leadership and management, sql, data science, nosql",4.7,(2.2K reviews),beginner,Professional Certificate,3 - 6 Months,"introduction to data engineering data engineering, data management, extract, transform, load, databases, network security, big data, data warehousing, leadership and management, sql, data science, nosql data engineering, data management, extract, transform, load, databases, network security, big data, data warehousing, leadership and management, sql, data science, nosql data engineering, data management, extract, transform, load, databases, network security, big data, data warehousing, leadership and management, sql, data science, nosql beginner Professional Certificate ibm 3 - 6 Months",introduction data engineering data engineering data management extract transform load database network security big data data warehousing leadership management sql data science nosql data engineering data management extract transform load database network security big data data warehousing leadership management sql data science nosql data engineering data management extract transform load database network security big data data warehousing leadership management sql data science nosql beginner professional certificate ibm month,1,2
blockchain revolution,insead,"blockchain, finance, fintech, innovation, cryptography, strategy and operations, system security, distributed computing architecture, leadership and management, contract management, entrepreneurship, network model, network security, regulations and compliance, research and design, strategy, human resources, software security",4.7,(2.9K reviews),beginner,Specialization,3 - 6 Months,"blockchain revolution blockchain, finance, fintech, innovation, cryptography, strategy and operations, system security, distributed computing architecture, leadership and management, contract management, entrepreneurship, network model, network security, regulations and compliance, research and design, strategy, human resources, software security blockchain, finance, fintech, innovation, cryptography, strategy and operations, system security, distributed computing architecture, leadership and management, contract management, entrepreneurship, network model, network security, regulations and compliance, research and design, strategy, human resources, software security blockchain, finance, fintech, innovation, cryptography, strategy and operations, system security, distributed computing architecture, leadership and management, contract management, entrepreneurship, network model, network security, regulations and compliance, research and design, strategy, human resources, software security beginner Specialization insead 3 - 6 Months",blockchain revolution blockchain finance fintech innovation cryptography strategy operation system security distributed computing architecture leadership management contract management entrepreneurship network model network security regulation compliance research design strategy human resource software security blockchain finance fintech innovation cryptography strategy operation system security distributed computing architecture leadership management contract management entrepreneurship network model network security regulation compliance research design strategy human resource software security blockchain finance fintech innovation cryptography strategy operation system security distributed computing architecture leadership management contract management entrepreneurship network model network security regulation compliance research design strategy human resource software security beginner specialization insead month,1,3
microsoft azure data fundamentals dp-900 exam prep,microsoft,"data management, databases, microsoft azure, cloud computing, sql, big data, data analysis, database application, data warehousing, cloud storage, data structures, data visualization, extract, transform, load, leadership and management, nosql, data analysis software, data visualization software, database administration, cloud infrastructure, cloud management, cloud platforms, database theory, postgresql",4.7,(573 reviews),beginner,Professional Certificate,3 - 6 Months,"microsoft azure data fundamentals dp-900 exam prep data management, databases, microsoft azure, cloud computing, sql, big data, data analysis, database application, data warehousing, cloud storage, data structures, data visualization, extract, transform, load, leadership and management, nosql, data analysis software, data visualization software, database administration, cloud infrastructure, cloud management, cloud platforms, database theory, postgresql data management, databases, microsoft azure, cloud computing, sql, big data, data analysis, database application, data warehousing, cloud storage, data structures, data visualization, extract, transform, load, leadership and management, nosql, data analysis software, data visualization software, database administration, cloud infrastructure, cloud management, cloud platforms, database theory, postgresql data management, databases, microsoft azure, cloud computing, sql, big data, data analysis, database application, data warehousing, cloud storage, data structures, data visualization, extract, transform, load, leadership and management, nosql, data analysis software, data visualization software, database administration, cloud infrastructure, cloud management, cloud platforms, database theory, postgresql beginner Professional Certificate microsoft 3 - 6 Months",microsoft azure data fundamental exam prep data management database microsoft azure cloud computing sql big data data analysis database application data warehousing cloud storage data structure data visualization extract transform load leadership management nosql data analysis software data visualization software database administration cloud infrastructure cloud management cloud platform database theory postgresql data management database microsoft azure cloud computing sql big data data analysis database application data warehousing cloud storage data structure data visualization extract transform load leadership management nosql data analysis software data visualization software database administration cloud infrastructure cloud management cloud platform database theory postgresql data management database microsoft azure cloud computing sql big data data analysis database application data warehousing cloud storage data structure data visualization extract transform load leadership management nosql data analysis software data visualization software database administration cloud infrastructure cloud management cloud platform database theory postgresql beginner professional certificate microsoft month,1,2
sas programmer,sas,"sas (software), data analysis, statistical programming, data analysis software, computer programming, statistical analysis, programming principles, data structures, exploratory data analysis, data management, databases, sql, process analysis, extract, transform, load, computational logic",4.8,(3.3K reviews),beginner,Specialization,3 - 6 Months,"sas programmer sas (software), data analysis, statistical programming, data analysis software, computer programming, statistical analysis, programming principles, data structures, exploratory data analysis, data management, databases, sql, process analysis, extract, transform, load, computational logic sas (software), data analysis, statistical programming, data analysis software, computer programming, statistical analysis, programming principles, data structures, exploratory data analysis, data management, databases, sql, process analysis, extract, transform, load, computational logic sas (software), data analysis, statistical programming, data analysis software, computer programming, statistical analysis, programming principles, data structures, exploratory data analysis, data management, databases, sql, process analysis, extract, transform, load, computational logic beginner Specialization sas 3 - 6 Months",sa programmer sa software data analysis statistical programming data analysis software computer programming statistical analysis programming principle data structure exploratory data analysis data management database sql process analysis extract transform load computational logic sa software data analysis statistical programming data analysis software computer programming statistical analysis programming principle data structure exploratory data analysis data management database sql process analysis extract transform load computational logic sa software data analysis statistical programming data analysis software computer programming statistical analysis programming principle data structure exploratory data analysis data management database sql process analysis extract transform load computational logic beginner specialization sa month,1,3
reducing gun violence in america: evidence for change,johns hopkins university,exploratory data analysis,4.7,(258 reviews),beginner,Specialization,3 - 6 Months,reducing gun violence in america: evidence for change exploratory data analysis exploratory data analysis exploratory data analysis beginner Specialization johns hopkins university 3 - 6 Months,reducing gun violence america evidence change exploratory data analysis exploratory data analysis exploratory data analysis beginner specialization john hopkins university month,1,3
advanced data science with ibm,ibm,"machine learning, python programming, statistical programming, data management, machine learning algorithms, deep learning, process analysis, apache, data analysis, human learning, machine learning software, applied machine learning, extract, transform, load, artificial neural networks, feature engineering, data architecture, probability & statistics, cloud computing, statistical machine learning, general statistics, data visualization, ibm cloud, sql, statistical visualization, computer programming, tensorflow",4.3,(3K reviews),mixed,Course,1 - 3 Months,"advanced data science with ibm machine learning, python programming, statistical programming, data management, machine learning algorithms, deep learning, process analysis, apache, data analysis, human learning, machine learning software, applied machine learning, extract, transform, load, artificial neural networks, feature engineering, data architecture, probability & statistics, cloud computing, statistical machine learning, general statistics, data visualization, ibm cloud, sql, statistical visualization, computer programming, tensorflow machine learning, python programming, statistical programming, data management, machine learning algorithms, deep learning, process analysis, apache, data analysis, human learning, machine learning software, applied machine learning, extract, transform, load, artificial neural networks, feature engineering, data architecture, probability & statistics, cloud computing, statistical machine learning, general statistics, data visualization, ibm cloud, sql, statistical visualization, computer programming, tensorflow machine learning, python programming, statistical programming, data management, machine learning algorithms, deep learning, process analysis, apache, data analysis, human learning, machine learning software, applied machine learning, extract, transform, load, artificial neural networks, feature engineering, data architecture, probability & statistics, cloud computing, statistical machine learning, general statistics, data visualization, ibm cloud, sql, statistical visualization, computer programming, tensorflow mixed Course ibm 1 - 3 Months",advanced data science ibm machine learning python programming statistical programming data management machine learning algorithm deep learning process analysis apache data analysis human learning machine learning software applied machine learning extract transform load artificial neural network feature engineering data architecture probability statistic cloud computing statistical machine learning general statistic data visualization ibm cloud sql statistical visualization computer programming tensorflow machine learning python programming statistical programming data management machine learning algorithm deep learning process analysis apache data analysis human learning machine learning software applied machine learning extract transform load artificial neural network feature engineering data architecture probability statistic cloud computing statistical machine learning general statistic data visualization ibm cloud sql statistical visualization computer programming tensorflow machine learning python programming statistical programming data management machine learning algorithm deep learning process analysis apache data analysis human learning machine learning software applied machine learning extract transform load artificial neural network feature engineering data architecture probability statistic cloud computing statistical machine learning general statistic data visualization ibm cloud sql statistical visualization computer programming tensorflow mixed course ibm month,3,0
itil 4 exam preparation,learnquest,"organizational development, leadership and management, planning",4.7,(977 reviews),beginner,Course,1 - 4 Weeks,"itil 4 exam preparation organizational development, leadership and management, planning organizational development, leadership and management, planning organizational development, leadership and management, planning beginner Course learnquest 1 - 4 Weeks",itil exam preparation organizational development leadership management planning organizational development leadership management planning organizational development leadership management planning beginner course learnquest week,1,0
cybersecurity attack and defense fundamentals,ec-council,"network security, security engineering, system security, computer networking, computer security incident management, software security, computer security models, mobile security, cyberattacks, security software, internet of things, network architecture, cloud computing, kubernetes, regulations and compliance",4.6,(301 reviews),beginner,Specialization,3 - 6 Months,"cybersecurity attack and defense fundamentals network security, security engineering, system security, computer networking, computer security incident management, software security, computer security models, mobile security, cyberattacks, security software, internet of things, network architecture, cloud computing, kubernetes, regulations and compliance network security, security engineering, system security, computer networking, computer security incident management, software security, computer security models, mobile security, cyberattacks, security software, internet of things, network architecture, cloud computing, kubernetes, regulations and compliance network security, security engineering, system security, computer networking, computer security incident management, software security, computer security models, mobile security, cyberattacks, security software, internet of things, network architecture, cloud computing, kubernetes, regulations and compliance beginner Specialization ec-council 3 - 6 Months",cybersecurity attack defense fundamental network security security engineering system security computer networking computer security incident management software security computer security model mobile security cyberattacks security software internet thing network architecture cloud computing kubernetes regulation compliance network security security engineering system security computer networking computer security incident management software security computer security model mobile security cyberattacks security software internet thing network architecture cloud computing kubernetes regulation compliance network security security engineering system security computer networking computer security incident management software security computer security model mobile security cyberattacks security software internet thing network architecture cloud computing kubernetes regulation compliance beginner specialization council month,1,3
academic english: writing,"university of california, irvine",writing,4.7,(22K reviews),beginner,Course,1 - 3 Months,"academic english: writing writing writing writing beginner Course university of california, irvine 1 - 3 Months",academic english writing writing writing writing beginner course university california irvine month,1,0
data science foundations: statistical inference,university of colorado boulder,"probability & statistics, general statistics, probability distribution, estimation, statistical tests, mathematics, correlation and dependence, calculus",4.4,(183 reviews),intermediate,Professional Certificate,3 - 6 Months,"data science foundations: statistical inference probability & statistics, general statistics, probability distribution, estimation, statistical tests, mathematics, correlation and dependence, calculus probability & statistics, general statistics, probability distribution, estimation, statistical tests, mathematics, correlation and dependence, calculus probability & statistics, general statistics, probability distribution, estimation, statistical tests, mathematics, correlation and dependence, calculus intermediate Professional Certificate university of colorado boulder 3 - 6 Months",data science foundation statistical inference probability statistic general statistic probability distribution estimation statistical test mathematics correlation dependence calculus probability statistic general statistic probability distribution estimation statistical test mathematics correlation dependence calculus probability statistic general statistic probability distribution estimation statistical test mathematics correlation dependence calculus intermediate professional certificate university colorado boulder month,2,2
finance for non-finance professionals,rice university,"accounting, business analysis, data analysis, finance, financial analysis, financial management, financial accounting, investment management, budget management",4.8,(2.6K reviews),beginner,Specialization,3 - 6 Months,"finance for non-finance professionals accounting, business analysis, data analysis, finance, financial analysis, financial management, financial accounting, investment management, budget management accounting, business analysis, data analysis, finance, financial analysis, financial management, financial accounting, investment management, budget management accounting, business analysis, data analysis, finance, financial analysis, financial management, financial accounting, investment management, budget management beginner Specialization rice university 3 - 6 Months",finance non finance professional accounting business analysis data analysis finance financial analysis financial management financial accounting investment management budget management accounting business analysis data analysis finance financial analysis financial management financial accounting investment management budget management accounting business analysis data analysis finance financial analysis financial management financial accounting investment management budget management beginner specialization rice university month,1,3
foundations of data structures and algorithms,university of colorado boulder,"algorithms, theoretical computer science, data structures, computer programming, graph theory, problem solving, computational logic, computational thinking, mathematical theory & analysis, mathematics, applied mathematics, python programming",4.6,(390 reviews),beginner,Course,1 - 4 Weeks,"foundations of data structures and algorithms algorithms, theoretical computer science, data structures, computer programming, graph theory, problem solving, computational logic, computational thinking, mathematical theory & analysis, mathematics, applied mathematics, python programming algorithms, theoretical computer science, data structures, computer programming, graph theory, problem solving, computational logic, computational thinking, mathematical theory & analysis, mathematics, applied mathematics, python programming algorithms, theoretical computer science, data structures, computer programming, graph theory, problem solving, computational logic, computational thinking, mathematical theory & analysis, mathematics, applied mathematics, python programming beginner Course university of colorado boulder 1 - 4 Weeks",foundation data structure algorithm algorithm theoretical computer science data structure computer programming graph theory problem solving computational logic computational thinking mathematical theory analysis mathematics applied mathematics python programming algorithm theoretical computer science data structure computer programming graph theory problem solving computational logic computational thinking mathematical theory analysis mathematics applied mathematics python programming algorithm theoretical computer science data structure computer programming graph theory problem solving computational logic computational thinking mathematical theory analysis mathematics applied mathematics python programming beginner course university colorado boulder week,1,0
google project management (de),google,"design and product, microsoft excel, software engineering, leadership and management, business analysis, business design, data analysis, marketing design, creativity, persona research, customer analysis",4.3,(57 reviews),beginner,Specialization,3 - 6 Months,"google project management (de) design and product, microsoft excel, software engineering, leadership and management, business analysis, business design, data analysis, marketing design, creativity, persona research, customer analysis design and product, microsoft excel, software engineering, leadership and management, business analysis, business design, data analysis, marketing design, creativity, persona research, customer analysis design and product, microsoft excel, software engineering, leadership and management, business analysis, business design, data analysis, marketing design, creativity, persona research, customer analysis beginner Specialization google 3 - 6 Months",google project management design product microsoft excel software engineering leadership management business analysis business design data analysis marketing design creativity persona research customer analysis design product microsoft excel software engineering leadership management business analysis business design data analysis marketing design creativity persona research customer analysis design product microsoft excel software engineering leadership management business analysis business design data analysis marketing design creativity persona research customer analysis beginner specialization google month,1,3
climate change and sustainable investing,edhec business school,"finance, investment management, risk management, leadership and management, financial analysis, banking, financial accounting",4.7,(286 reviews),beginner,Specialization,3 - 6 Months,"climate change and sustainable investing finance, investment management, risk management, leadership and management, financial analysis, banking, financial accounting finance, investment management, risk management, leadership and management, financial analysis, banking, financial accounting finance, investment management, risk management, leadership and management, financial analysis, banking, financial accounting beginner Specialization edhec business school 3 - 6 Months",climate change sustainable investing finance investment management risk management leadership management financial analysis banking financial accounting finance investment management risk management leadership management financial analysis banking financial accounting finance investment management risk management leadership management financial analysis banking financial accounting beginner specialization edhec business school month,1,3
google ux design (pt),google,"user experience design, product design, user experience, visual design, collaboration, research and design, design and product, interactive design, graphic design, web design, persona research, user research, mobile development, product development, people analysis",4.9,(2K reviews),beginner,Specialization,3 - 6 Months,"google ux design (pt) user experience design, product design, user experience, visual design, collaboration, research and design, design and product, interactive design, graphic design, web design, persona research, user research, mobile development, product development, people analysis user experience design, product design, user experience, visual design, collaboration, research and design, design and product, interactive design, graphic design, web design, persona research, user research, mobile development, product development, people analysis user experience design, product design, user experience, visual design, collaboration, research and design, design and product, interactive design, graphic design, web design, persona research, user research, mobile development, product development, people analysis beginner Specialization google 3 - 6 Months",google design user experience design product design user experience visual design collaboration research design design product interactive design graphic design web design persona research user research mobile development product development people analysis user experience design product design user experience visual design collaboration research design design product interactive design graphic design web design persona research user research mobile development product development people analysis user experience design product design user experience visual design collaboration research design design product interactive design graphic design web design persona research user research mobile development product development people analysis beginner specialization google month,1,3
dynamic public speaking,university of washington,"communication, critical thinking, public relations, strategy, decision making, human learning, leadership and management, people analysis, people development, planning, problem solving, professional development, process analysis, storytelling, emotional intelligence, writing, influencing, organizational development, leadership development, continuous delivery, performance management, adaptability",4.7,(2.4K reviews),beginner,Specialization,3 - 6 Months,"dynamic public speaking communication, critical thinking, public relations, strategy, decision making, human learning, leadership and management, people analysis, people development, planning, problem solving, professional development, process analysis, storytelling, emotional intelligence, writing, influencing, organizational development, leadership development, continuous delivery, performance management, adaptability communication, critical thinking, public relations, strategy, decision making, human learning, leadership and management, people analysis, people development, planning, problem solving, professional development, process analysis, storytelling, emotional intelligence, writing, influencing, organizational development, leadership development, continuous delivery, performance management, adaptability communication, critical thinking, public relations, strategy, decision making, human learning, leadership and management, people analysis, people development, planning, problem solving, professional development, process analysis, storytelling, emotional intelligence, writing, influencing, organizational development, leadership development, continuous delivery, performance management, adaptability beginner Specialization university of washington 3 - 6 Months",dynamic public speaking communication critical thinking public relation strategy decision making human learning leadership management people analysis people development planning problem solving professional development process analysis storytelling emotional intelligence writing influencing organizational development leadership development continuous delivery performance management adaptability communication critical thinking public relation strategy decision making human learning leadership management people analysis people development planning problem solving professional development process analysis storytelling emotional intelligence writing influencing organizational development leadership development continuous delivery performance management adaptability communication critical thinking public relation strategy decision making human learning leadership management people analysis people development planning problem solving professional development process analysis storytelling emotional intelligence writing influencing organizational development leadership development continuous delivery performance management adaptability beginner specialization university washington month,1,3
international women's health and human rights,stanford university,(1.5k reviews),4.9,Beginner Â· Course Â· 3 - 6 Months,intermediate,Course,1 - 4 Weeks,international women's health and human rights (1.5k reviews) (1.5k reviews) (1.5k reviews) intermediate Course stanford university 1 - 4 Weeks,international woman health human right review review review intermediate course stanford university week,2,0
"songwriting: writing, arranging, and producing music",berklee,writing,4.8,(2K reviews),beginner,Specialization,3 - 6 Months,"songwriting: writing, arranging, and producing music writing writing writing beginner Specialization berklee 3 - 6 Months",songwriting writing arranging producing music writing writing writing beginner specialization berklee month,1,3
the manager's toolkit: a practical guide to managing people at work,university of london,"human resources, leadership and management, people management, conflict management, decision making, human resources operations, people analysis, performance management, recruitment, business analysis, employee relations, leadership development, organizational development, people development",4.7,(3.6K reviews),beginner,Specialization,3 - 6 Months,"the manager's toolkit: a practical guide to managing people at work human resources, leadership and management, people management, conflict management, decision making, human resources operations, people analysis, performance management, recruitment, business analysis, employee relations, leadership development, organizational development, people development human resources, leadership and management, people management, conflict management, decision making, human resources operations, people analysis, performance management, recruitment, business analysis, employee relations, leadership development, organizational development, people development human resources, leadership and management, people management, conflict management, decision making, human resources operations, people analysis, performance management, recruitment, business analysis, employee relations, leadership development, organizational development, people development beginner Specialization university of london 3 - 6 Months",manager toolkit practical guide managing people work human resource leadership management people management conflict management decision making human resource operation people analysis performance management recruitment business analysis employee relation leadership development organizational development people development human resource leadership management people management conflict management decision making human resource operation people analysis performance management recruitment business analysis employee relation leadership development organizational development people development human resource leadership management people management conflict management decision making human resource operation people analysis performance management recruitment business analysis employee relation leadership development organizational development people development beginner specialization university london month,1,3
talent acquisition,hrci,"mergers & acquisitions, recruitment",4.8,(278 reviews),mixed,Course,1 - 4 Weeks,"talent acquisition mergers & acquisitions, recruitment mergers & acquisitions, recruitment mergers & acquisitions, recruitment mixed Course hrci 1 - 4 Weeks",talent acquisition merger acquisition recruitment merger acquisition recruitment merger acquisition recruitment mixed course hrci week,3,0
become an emt,university of colorado system,"leadership and management, communication",4.8,(2.3K reviews),beginner,Course,1 - 4 Weeks,"become an emt leadership and management, communication leadership and management, communication leadership and management, communication beginner Course university of colorado system 1 - 4 Weeks",become emt leadership management communication leadership management communication leadership management communication beginner course university colorado system week,1,0
build dynamic user interfaces (ui) for websites,google,"user experience, user research, web design, web development tools",4.8,(2.9K reviews),beginner,Specialization,3 - 6 Months,"build dynamic user interfaces (ui) for websites user experience, user research, web design, web development tools user experience, user research, web design, web development tools user experience, user research, web design, web development tools beginner Specialization google 3 - 6 Months",build dynamic user interface website user experience user research web design web development tool user experience user research web design web development tool user experience user research web design web development tool beginner specialization google month,1,3
animal behaviour and welfare,the university of edinburgh,(4.9k reviews),4.8,Mixed Â· Course Â· 1 - 3 Months,beginner,Course,1 - 3 Months,animal behaviour and welfare (4.9k reviews) (4.9k reviews) (4.9k reviews) beginner Course the university of edinburgh 1 - 3 Months,animal behaviour welfare review review review beginner course university edinburgh month,1,0
engineering project management,rice university,"leadership and management, project management, strategy and operations, planning, operations management, strategy, critical thinking, decision making, performance management, risk management, organizational development, leadership development, people management, business process management, change management, conflict management, estimation",4.7,(4.2K reviews),mixed,Course,1 - 3 Months,"engineering project management leadership and management, project management, strategy and operations, planning, operations management, strategy, critical thinking, decision making, performance management, risk management, organizational development, leadership development, people management, business process management, change management, conflict management, estimation leadership and management, project management, strategy and operations, planning, operations management, strategy, critical thinking, decision making, performance management, risk management, organizational development, leadership development, people management, business process management, change management, conflict management, estimation leadership and management, project management, strategy and operations, planning, operations management, strategy, critical thinking, decision making, performance management, risk management, organizational development, leadership development, people management, business process management, change management, conflict management, estimation mixed Course rice university 1 - 3 Months",engineering project management leadership management project management strategy operation planning operation management strategy critical thinking decision making performance management risk management organizational development leadership development people management business process management change management conflict management estimation leadership management project management strategy operation planning operation management strategy critical thinking decision making performance management risk management organizational development leadership development people management business process management change management conflict management estimation leadership management project management strategy operation planning operation management strategy critical thinking decision making performance management risk management organizational development leadership development people management business process management change management conflict management estimation mixed course rice university month,3,0
python programming fundamentals,duke university,"algorithms, computer programming, problem solving, python programming",4.1,(11 reviews),intermediate,Specialization,3 - 6 Months,"python programming fundamentals algorithms, computer programming, problem solving, python programming algorithms, computer programming, problem solving, python programming algorithms, computer programming, problem solving, python programming intermediate Specialization duke university 3 - 6 Months",python programming fundamental algorithm computer programming problem solving python programming algorithm computer programming problem solving python programming algorithm computer programming problem solving python programming intermediate specialization duke university month,2,3
introduction to discrete mathematics for computer science,university of california san diego,"mathematics, problem solving, mathematical theory & analysis, algorithms, critical thinking, graph theory, combinatorics, computational thinking, probability & statistics, computer programming, python programming, computational logic, general statistics, theoretical computer science, probability distribution, strategy, creativity, experiment, calculus, game theory, visualization (computer graphics), plot (graphics), cryptography, sales",4.5,(3.4K reviews),beginner,Course,1 - 3 Months,"introduction to discrete mathematics for computer science mathematics, problem solving, mathematical theory & analysis, algorithms, critical thinking, graph theory, combinatorics, computational thinking, probability & statistics, computer programming, python programming, computational logic, general statistics, theoretical computer science, probability distribution, strategy, creativity, experiment, calculus, game theory, visualization (computer graphics), plot (graphics), cryptography, sales mathematics, problem solving, mathematical theory & analysis, algorithms, critical thinking, graph theory, combinatorics, computational thinking, probability & statistics, computer programming, python programming, computational logic, general statistics, theoretical computer science, probability distribution, strategy, creativity, experiment, calculus, game theory, visualization (computer graphics), plot (graphics), cryptography, sales mathematics, problem solving, mathematical theory & analysis, algorithms, critical thinking, graph theory, combinatorics, computational thinking, probability & statistics, computer programming, python programming, computational logic, general statistics, theoretical computer science, probability distribution, strategy, creativity, experiment, calculus, game theory, visualization (computer graphics), plot (graphics), cryptography, sales beginner Course university of california san diego 1 - 3 Months",introduction discrete mathematics computer science mathematics problem solving mathematical theory analysis algorithm critical thinking graph theory combinatorics computational thinking probability statistic computer programming python programming computational logic general statistic theoretical computer science probability distribution strategy creativity experiment calculus game theory visualization computer graphic plot graphic cryptography sale mathematics problem solving mathematical theory analysis algorithm critical thinking graph theory combinatorics computational thinking probability statistic computer programming python programming computational logic general statistic theoretical computer science probability distribution strategy creativity experiment calculus game theory visualization computer graphic plot graphic cryptography sale mathematics problem solving mathematical theory analysis algorithm critical thinking graph theory combinatorics computational thinking probability statistic computer programming python programming computational logic general statistic theoretical computer science probability distribution strategy creativity experiment calculus game theory visualization computer graphic plot graphic cryptography sale beginner course university california san diego month,1,0
strategic management and innovation,copenhagen business school,"leadership and management, strategy, strategy and operations, business development, organizational development, decision making, marketing, planning, critical thinking, entrepreneurship, sales, business transformation, communication, product strategy, business analysis, people management, collaboration",4.7,(4.8K reviews),beginner,Specialization,3 - 6 Months,"strategic management and innovation leadership and management, strategy, strategy and operations, business development, organizational development, decision making, marketing, planning, critical thinking, entrepreneurship, sales, business transformation, communication, product strategy, business analysis, people management, collaboration leadership and management, strategy, strategy and operations, business development, organizational development, decision making, marketing, planning, critical thinking, entrepreneurship, sales, business transformation, communication, product strategy, business analysis, people management, collaboration leadership and management, strategy, strategy and operations, business development, organizational development, decision making, marketing, planning, critical thinking, entrepreneurship, sales, business transformation, communication, product strategy, business analysis, people management, collaboration beginner Specialization copenhagen business school 3 - 6 Months",strategic management innovation leadership management strategy strategy operation business development organizational development decision making marketing planning critical thinking entrepreneurship sale business transformation communication product strategy business analysis people management collaboration leadership management strategy strategy operation business development organizational development decision making marketing planning critical thinking entrepreneurship sale business transformation communication product strategy business analysis people management collaboration leadership management strategy strategy operation business development organizational development decision making marketing planning critical thinking entrepreneurship sale business transformation communication product strategy business analysis people management collaboration beginner specialization copenhagen business school month,1,3
excel/vba for creative problem solving,university of colorado boulder,"spreadsheet software, computer programming, problem solving, microsoft excel, programming principles, data analysis, critical thinking, algorithms, computer programming tools, computational logic, computational thinking, data analysis software",4.8,(4.6K reviews),beginner,Specialization,3 - 6 Months,"excel/vba for creative problem solving spreadsheet software, computer programming, problem solving, microsoft excel, programming principles, data analysis, critical thinking, algorithms, computer programming tools, computational logic, computational thinking, data analysis software spreadsheet software, computer programming, problem solving, microsoft excel, programming principles, data analysis, critical thinking, algorithms, computer programming tools, computational logic, computational thinking, data analysis software spreadsheet software, computer programming, problem solving, microsoft excel, programming principles, data analysis, critical thinking, algorithms, computer programming tools, computational logic, computational thinking, data analysis software beginner Specialization university of colorado boulder 3 - 6 Months",excel vba creative problem solving spreadsheet software computer programming problem solving microsoft excel programming principle data analysis critical thinking algorithm computer programming tool computational logic computational thinking data analysis software spreadsheet software computer programming problem solving microsoft excel programming principle data analysis critical thinking algorithm computer programming tool computational logic computational thinking data analysis software spreadsheet software computer programming problem solving microsoft excel programming principle data analysis critical thinking algorithm computer programming tool computational logic computational thinking data analysis software beginner specialization university colorado boulder month,1,3
